Artist Name,Song Name,Days,Top 10,Peak Position,Peak Position2,Peak Streams,Total Streams
Don Toliver ,Way Bigger,4,0,39,0,455627,1166292
Machine Gun Kelly ,5150,4,0,48,0,429657,1166176
Juice WRLD ,Rider,4,0,81,0,428662,1165914
Lil Baby ,Still Hood,4,0,53,0,456028,1165741
Niall Horan ,Black And White,4,0,96,0,393804,1165264
Dreamville ,Rembrandt...Run It Back,4,0,62,0,399377,1164835
21 Savage ,Whole Lot,6,0,117,0,221132,1164568
Logic ,"The Adventures Of Stoney Bob (ft. Kajo, Slaydro, Big Lenbo)",4,0,95,0,437442,1163054
Run The Jewels ,yankee and the brave (ep. 4),4,0,62,0,367900,1162760
Liam Payne ,All I Want (For Christmas),3,0,123,0,444932,1162307
ScHoolboy Q ,Drunk,4,0,62,0,456264,1162018
B.o.B ,HeadBand,22,0,129,0,57609,1161635
Sabrina Carpenter ,A Nonsense Christmas,3,0,151,0,440806,1161585
Young Thug ,I'm Scared,4,0,65,0,412486,1160287
JID ,Raydar,4,0,64,0,413098,1159289
Mumford & Sons ,Monster,10,0,54,0,174599,1158666
Niall Horan ,Seeing Blind,5,0,66,0,394628,1158075
Donnie Trumpet & The Social Experiment ,Sunday Candy,11,0,163,0,112368,1157771
Rae Sremmurd ,Bedtime Stories,4,0,61,0,466091,1157604
Thomas Rhett ,Sixteen,6,0,122,0,254213,1157081
Playboi Carti ,Right Now,4,0,59,0,482958,1156540
Bing Crosby ,Hark! The Herald Angels Sing/It Came Upon A Midnight Clear  Remastered,3,0,69,0,463252,1155314
Twenty One Pilots ,Mulberry Street,4,0,75,0,403357,1155067
Playboi Carti ,Poke It Out,4,0,67,0,441312,1154483
Smokepurpp ,What I Please,4,0,132,0,341155,1153949
Polo G ,Don't Believe The Hype,4,0,74,0,438780,1152229
The 1975 ,Oh Caroline,4,0,60,0,422005,1152177
Eminem ,Heat,4,0,71,0,411345,1151733
Meek Mill ,Ambitionz,10,0,58,0,184020,1151675
Halsey ,Not Afraid Anymore,6,0,71,0,287735,1151585
Kodak Black ,Zombie,4,0,89,0,360478,1150616
Twenty One Pilots ,Lane Boy,12,0,82,0,128517,1148908
Trippie Redd ,Gore,4,0,73,0,421408,1148345
Migos ,Birthday,3,0,51,0,570486,1146807
ScHoolboy Q ,Tales,4,0,60,0,473205,1145987
Louis The Child ,Little Things,4,0,47,0,459223,1145921
Rick Ross ,Running the Streets,4,0,66,0,409150,1145909
Bryson Tiller ,I'm Ready For You,3,0,42,0,611725,1145891
Kendrick Lamar ,untitled 04 | 08.14.2014.,7,0,50,0,269592,1145232
Gucci Mane ,Big Booty,4,0,67,0,402426,1144999
Travis Scott ,90210,11,0,100,0,138158,1142826
Shakira ,She Wolf,4,0,50,0,392871,1141908
DaBaby ,AMAZING GRACE,3,0,35,0,604271,1141302
Bad Bunny ,La Romana,5,0,178,0,308706,1141299
The Low Down ,Just for the Night,9,0,141,0,148362,1139970
Tyga ,Goddamn,5,0,155,0,254789,1139931
Nas ,White Label,3,0,45,0,482086,1138289
A$AP Rocky ,Max B,8,0,43,0,226047,1137363
Chris Brown ,Anyway,9,0,53,0,216448,1137287
Nipsey Hussle ,Hussle & Motivate,4,0,77,0,376007,1136281
Bryson Tiller ,Things Change,3,0,44,0,589702,1135574
Pentatonix ,White Winter Hymnal,17,0,129,0,113401,1135486
Lorde ,Secrets from a Girl (Who's Seen it All),4,0,57,0,451952,1135421
No Name No Fame ,Swervin' In My Lane,4,0,49,0,368101,1134877
Unknown Artist ,Unknown Title,7,0,105,0,195194,1134784
Gorillaz ,Let Me Out,5,0,95,0,308893,1134714
Tom Petty ,Runnin' Down A Dream,3,0,28,0,608428,1134466
Autumn! ,One Way!,4,0,116,0,334380,1134385
Logic ,Limitless,4,0,68,0,433809,1133951
Chance the Rapper ,5 Year Plan,4,0,69,0,382486,1133679
SEB ,seaside_demo,5,0,149,0,244616,1133480
Joji ,NO FUN,4,0,65,0,458989,1133256
YNW Melly ,Thugged Out,4,0,55,0,387895,1133210
Dua Lipa ,Want To,5,0,161,0,236249,1133013
Seeb ,Drink About,5,0,147,0,259952,1132263
KAROL G ,CAIRO,4,0,124,0,330321,1132201
PnB Rock ,Misunderstood,7,0,141,0,185994,1131311
Chantel Jeffries ,Wait (Featuring Offset & Vory),5,0,148,0,276141,1130016
Flo Rida ,Hello Friday,8,0,71,0,201829,1129770
Taylor Swift ,All Too Well (Sad Girl Autumn Version)  Recorded at Long Pond Studios,2,1,8,0,802485,1128515
Kendrick Lamar ,Backseat Freestyle,19,0,158,0,80907,1127914
Chris Brown ,Go Crazy (Remix),4,0,67,0,337760,1126473
Kid Cudi ,By Design,6,0,114,0,239705,1126312
Lil Durk ,Stay Down,4,0,61,0,425499,1125921
Chance the Rapper ,Get A Bag,4,0,71,0,377179,1125885
Bad Bunny ,RONCA FREESTYLE,4,0,60,0,389346,1125368
Halsey ,Drive,11,0,86,0,143364,1123949
Polo G ,First Place,4,0,126,0,324516,1122921
Imagine Dragons ,Start Over,5,0,59,0,378593,1122497
Soundgarden ,Black Hole Sun,3,0,46,0,541748,1121991
Beyoncé ,Love Drought,3,0,56,0,467233,1120531
A Boogie Wit da Hoodie ,Secrets,4,0,177,0,347645,1119749
Lil Baby ,This Week,3,0,65,0,535515,1116822
Sia ,Reaper,9,0,92,0,169322,1115180
Shawn Mendes ,No Promises,7,0,94,0,219395,1114940
Mac Miller ,So It Goes,4,0,69,0,405775,1114807
Fivio Foreign ,Changed On Me,4,0,50,0,389530,1114282
Pierce The Veil ,Pass The Nirvana,3,0,39,0,457119,1113725
Anderson .Paak ,Make It Better,4,0,103,0,339185,1113655
Lil Wayne ,Bing James (ft. Jay Rock),3,0,58,0,481693,1113021
The 1975 ,TOOTIMETOOTIMETOOTIME,4,0,82,0,381282,1112771
Justin Bieber ,Red Eye,4,0,40,0,451851,1112162
Kendrick Lamar ,untitled 06 | 06.30.2014.,7,0,57,0,259399,1111926
Roddy Ricch ,Aston Martin Truck,4,0,105,0,344040,1111398
Meek Mill ,Been That,10,0,62,0,175804,1111009
ZAYN ,fOoL fOr YoU,7,0,74,0,230874,1110562
Young Thug ,Killed Before,5,0,104,0,288075,1110354
Lady Gaga ,Diamond Heart,7,0,74,0,245015,1110307
Jennifer Lopez ,Booty,20,0,136,0,76782,1110133
G Herbo ,Who Run It (Remix) [Feat. Lil Uzi Vert],4,0,130,0,294520,1109671
Wale ,My Boy,4,0,68,0,420175,1108305
Wiz Khalifa ,Contact,4,0,84,0,321221,1108077
SZA ,Drew Barrymore,6,0,168,0,215139,1107968
Eminem ,Need Me,4,0,77,0,380551,1107755
Future ,XanaX Damage,3,0,31,0,604561,1107706
Dreamville ,"Ladies, Ladies, Ladies",4,0,66,0,380654,1106785
Anderson .Paak ,Lockdown,4,0,63,0,382522,1106700
Bruno Mars ,Perm,7,0,100,0,213243,1106203
DJ Khaled ,Freak N You,4,0,79,0,394929,1104373
Quality Control ,Double Trouble (Quavo feat. Meek Mill),4,0,99,0,305997,1103004
Ugly God ,Stop Smoking Black & Milds,6,0,113,0,230064,1102115
YoungBoy Never Broke Again ,In Control,5,0,159,0,242794,1101147
Lil Tjay ,Move On,4,0,102,0,313881,1099978
RM ,Wild Flower,3,0,85,0,462585,1099829
Linkin Park ,One More Light,5,0,74,0,377447,1098918
Gunna ,MOTW,3,0,39,0,553284,1097670
Trippie Redd ,PILL BREAKER,4,0,44,0,404731,1097472
Shawn Mendes ,Don't Be A Fool,7,0,109,0,200615,1097380
Future ,Bought A Bad Bitch,3,0,31,0,550822,1097331
Nio Garcia ,AM,5,0,175,0,229817,1096484
Taylor Swift ,So It Goes...,5,0,142,0,243522,1094539
Talking Heads ,Psycho Killer  2005 Remastered Version,4,0,90,0,387700,1092301
NAV ,Status,3,0,33,0,571463,1092202
Vince Guaraldi Trio ,What Child Is This,3,0,143,0,370067,1090789
Eartha Kitt ,Santa Baby,7,0,50,0,236603,1090694
Future ,LIKE ME,4,0,102,0,300395,1090659
Maroon 5 ,Sugar  Remix,12,0,102,0,119147,1090068
SiM ,The Rumbling,4,0,113,0,283056,1089655
Logic ,5 Hooks,3,0,59,0,534391,1089390
MKTO ,Bad Girls,12,0,104,0,115237,1088466
Lil Eazzyy ,Onna Come Up,5,0,165,0,239417,1087967
DMX ,Slippin',3,0,55,0,456297,1087412
Kehlani ,Everybody Business,3,0,54,0,478567,1086720
Young Money ,Trophies,18,0,146,0,142132,1086377
Brett Eldredge ,Wanna Be That Song,7,0,182,0,176570,1086166
Morgan Wallen ,Need A Boat,4,0,89,0,354927,1086152
Eminem ,Alfred  Outro,3,0,88,0,489856,1085446
FLETCHER ,Live Young Die Free,10,0,117,0,135974,1085244
Rod Wave ,Already Won,4,0,87,0,358710,1085102
Halsey ,SUGA's Interlude,3,0,54,0,500935,1084832
Juice WRLD ,Eminem Speaks,2,0,31,0,738089,1084804
Lil Peep ,16 Lines,4,0,90,0,405951,1084134
Justin Timberlake ,Higher Higher,4,0,74,0,395469,1083875
Zedd ,True Colors,7,0,73,0,245657,1082519
Cochise ,Hatchback,5,0,171,0,235398,1082026
Sam Hunt ,Drinkin' Too Much,6,0,93,0,239245,1080212
John Mayer ,Changing,5,0,47,0,363463,1079991
Backstreet Boys ,Everybody (Backstreet's Back),3,0,59,0,502626,1079605
Young Thug ,Boy Back,4,0,76,0,367118,1079215
Bon Iver ,"Hey, Ma",4,0,108,0,351517,1078684
Gucci Mane ,Make Love,6,0,159,0,187008,1078654
Halsey ,The Tradition,4,0,54,0,391273,1077896
iann dior ,let you,4,0,103,0,346596,1077644
Joji ,Reanimator,4,0,86,0,370511,1077134
Don Toliver ,Euphoria,3,0,61,0,543594,1076410
Logic ,Slave,7,0,105,0,198658,1076387
John Denver ,We Wish You A Merry Christmas,3,0,80,0,435600,1076337
Lady Gaga ,1000 Doves,3,0,46,0,536761,1075670
Rodney Atkins ,Caught Up In The Country,5,0,154,0,235274,1073952
Imagine Dragons ,Gold,14,0,82,0,124688,1073629
Peggy Lee ,The Christmas List,3,0,122,0,437132,1073140
Taylor Swift ,Dancing With Our Hands Tied,5,0,151,0,231392,1073045
Young Thug ,Day Before,4,0,75,0,363483,1071185
ZAYN ,TiO,7,0,96,0,201093,1070119
Drake ,I Get Lonely,3,0,44,0,526694,1069864
Perry Como ,Christmas Dream,3,0,121,0,437430,1069179
A$AP Ferg ,Value,4,0,127,0,305093,1068612
Luke Combs ,Tomorrow Me,3,0,54,0,393978,1068611
A$AP Rocky ,Kids Turned Out Fine,3,0,61,0,549619,1067802
Lana Del Rey ,In My Feelings,5,0,119,0,287369,1067696
$uicideboy$ ,NEW PROFILE PIC,4,0,83,0,341814,1067497
Aminé ,Compensating,4,0,105,0,329206,1066062
ScHoolboy Q ,Water,4,0,77,0,393259,1065903
Martin Garrix ,High On Life,5,0,174,0,223384,1065658
Mumford & Sons ,Hot Gates,10,0,64,0,152769,1065261
Bryson Tiller ,Sorrows,3,0,55,0,525295,1064701
Ozuna ,Me Dijeron,4,0,102,0,299024,1063604
Shawn Mendes ,Patience,6,0,71,0,278110,1062133
Conan Gray ,Telepath,4,0,59,0,374518,1061855
G,Eazy  Don't Let Me Go,8,0,95,0,153901,1061651
Ellie Goulding ,Army,11,0,89,0,149934,1061415
Chance the Rapper ,Sun Come Down,4,0,83,0,355511,1060411
The Lumineers ,BRIGHTSIDE,3,0,39,0,476753,1059011
Dreamville ,Self Love,4,0,78,0,363762,1058760
Cash Cash ,Finest Hour,5,0,175,0,236847,1057403
G,Eazy  Everything Will Be OK,8,0,94,0,149070,1057166
Dua Lipa ,Good In Bed,4,0,93,0,336744,1056825
Jack Harlow ,State Fair,3,0,60,0,502473,1056690
Jack Johnson ,Better Together,5,0,101,0,286754,1056317
Vince Guaraldi Trio ,Christmas Time Is Here  Instrumental,3,0,120,0,438556,1055348
NAV ,My Business,3,0,40,0,544377,1055319
Shawn Mendes ,Ruin,7,0,130,0,174821,1054881
Migos ,Light It Up,3,0,66,0,508219,1054711
BLACKPINK ,Yeah Yeah Yeah,3,0,39,0,505487,1054526
Logic ,America,4,0,89,0,306753,1054179
Polo G ,Through Da Storm,5,0,177,0,216573,1053593
Bon Iver ,8 (circle),7,0,121,0,171774,1053528
NF ,TRUST,4,0,93,0,342543,1053179
A Tribe Called Quest ,Conrad Tokyo,6,0,104,0,200408,1052965
Ski Mask The Slump God ,So High,3,0,73,0,504592,1052546
Alesso ,Chasing Stars,4,0,70,0,399777,1052083
Ozuna ,Ibiza,4,0,98,0,329915,1050372
G,Eazy  What If,8,0,99,0,148492,1049699
Tyga ,Bop,4,0,113,0,314104,1047497
Mumford & Sons ,Guiding Light,4,0,72,0,410266,1047462
Run–D.M.C. ,Christmas In Hollis,3,0,149,0,407012,1046465
A$AP Rocky ,Hun43rd,3,0,67,0,537442,1046461
Polo G ,Fame & Riches,3,0,61,0,523684,1046057
$uicideboy$ ,"No Matter Which Direction I'm Going In, I Never Chase These Hoes",4,0,99,0,320919,1045650
SZA ,Supermodel,5,0,124,0,215718,1045370
AronChupa ,I'm an Albatraoz,16,0,120,0,91409,1045285
HSM ,Purpose,4,0,93,0,291270,1044541
Ariana Grande ,Leave Me Lonely,7,0,126,0,168464,1044345
Rich The Kid ,Mo Paper,4,0,107,0,331994,1044093
Future ,Call the Coroner,3,0,61,0,495612,1043555
Lil Yachty ,MICKEY,4,0,82,0,399306,1043284
AJR ,3 O'Clock Things,4,0,72,0,375600,1043107
Lady Gaga ,John Wayne,7,0,100,0,212064,1043008
Frank Sinatra ,Silent Night  Remastered,3,0,157,0,420286,1042271
Steve Aoki ,All Night,5,0,112,0,272103,1041886
Future ,Unicorn Purp,3,0,58,0,506585,1041125
Cordae ,Super,4,0,81,0,323431,1040908
Imagine Dragons ,I’ll Make It Up To You,5,0,87,0,305462,1040611
NF ,Nate,4,0,96,0,359738,1039735
Future ,Testify,5,0,102,0,280645,1039240
NAV ,Saint Laurenttt,3,0,44,0,527086,1038799
Lil Baby ,Okay,4,0,84,0,356372,1038670
$uicideboy$ ,"If SelfDestruction Was an Olympic Event, I’d Be Tonya Harding",4,0,59,0,370707,1038653
Future ,Faceshot,3,0,62,0,495270,1038385
Nas ,Adam and Eve,3,0,59,0,409471,1038376
ILOVEMAKONNEN ,Tuesday,19,0,123,0,60237,1037302
Ozuna ,Aura,4,0,104,0,295308,1036630
Alicia Keys ,In Common,7,0,69,0,255649,1035563
Trippie Redd ,Be Yourself,3,0,32,0,534131,1034968
Justin Timberlake ,SexyBack,9,0,134,0,200474,1034949
Future ,Blow a Bag,10,0,80,0,124910,1034429
SNBRN ,Raindrops,13,0,102,0,112387,1034241
Lil Yachty ,COUNT ME IN,4,0,81,0,401670,1033725
A$AP Rocky ,Pharsyde,8,0,52,0,206155,1032871
Joey Bada$$ ,ROCKABYE BABY,5,0,99,0,302287,1032696
Aminé ,Spice Girl,6,0,139,0,205671,1031727
J Balvin ,CUIDAO POR AHÍ,3,0,47,0,494053,1031129
Childish Gambino ,Baby Boy,4,0,56,0,389289,1030993
Ariana Grande ,Bad Decisions,7,0,128,0,164852,1030776
Bass Santana ,Make Eem Run!,3,0,73,0,414047,1030372
Young Thug ,Jumped Out the Window,4,0,92,0,350422,1029410
Coleman Hell ,2 Heads,13,0,142,0,82338,1029378
Kodak Black ,Pimpin Ain't Eazy,4,0,155,0,299651,1029079
A Boogie Wit da Hoodie ,B.R.O. (Better Ride Out),3,0,91,0,452133,1029028
Belly ,Maintain,5,0,144,0,244843,1028571
Future ,Rockstar Chainz,3,0,36,0,508660,1028348
Linkin Park ,Crawling,4,0,57,0,447348,1027829
Megan Thee Stallion ,Freaky Girls,3,0,48,0,471532,1026874
DJ Scheme ,Buck 50,4,0,97,0,291276,1026238
Childish Gambino ,Riot,4,0,52,0,419314,1025606
Sia ,Satisfied,6,0,70,0,253848,1025577
Nicki Minaj ,Starships,3,0,46,0,572385,1024954
Kendrick Lamar ,untitled 01 | 08.19.2014.,6,0,48,0,271506,1024205
Daniel Caesar ,CYANIDE,4,0,93,0,344560,1023472
K/DA ,THE BADDEST,4,0,92,0,342636,1022602
David Bowie ,Let's Dance  1999 Remaster,4,0,19,0,414490,1022431
Bing Crosby ,Let's Start The New Year Off Right,3,0,89,0,410440,1021756
Lana Del Rey ,Happiness is a butterfly,4,0,130,0,309910,1020556
NF ,Only,4,0,120,0,321273,1019781
Cole Swindell ,You Should Be Here,9,0,179,0,126568,1019367
Ariana Grande ,December,8,0,94,0,166657,1019207
Lil Uzi Vert ,Skir Skirr,5,0,121,0,233893,1017714
Big Sean ,Savage Time (& Metro Boomin),4,0,88,0,339180,1017576
Logic ,Heard Em Say,3,0,72,0,479911,1017058
Anne,Marie  Birthday,4,0,114,0,318645,1016818
Bruno Mars ,Just the Way You Are,12,0,90,0,207621,1016697
Meek Mill ,Offended,7,0,92,0,178378,1015737
Young Thug ,Circle of Bosses,4,0,95,0,340642,1013930
Taylor Swift ,Love Story,4,0,55,0,367039,1013743
Summer Walker ,Body,4,0,111,0,329027,1012613
Lil Wayne ,Clap For Em,3,0,72,0,430096,1011351
Hozier ,Angel of Small Death and the Codeine Scene,17,0,164,0,68785,1011296
NAV ,Dead Shot,3,0,48,0,468663,1009486
Future ,She Never Been To Pluto,3,0,38,0,499183,1009314
J. Cole ,Note to Self,11,0,59,0,148175,1008586
NAV ,Run It Up,3,0,48,0,496856,1007835
Trippie Redd ,Til The End of Time,3,0,51,0,510191,1007034
Nas ,Bonjour,3,0,53,0,429223,1006974
Bing Crosby ,Frosty The Snowman,2,0,105,0,585677,1006786
Jameson Rodgers ,Some Girls,5,0,178,0,209350,1006120
Meek Mill ,Believe,3,0,52,0,487432,1004296
Sam Smith ,The Lighthouse Keeper,2,0,120,0,570129,1004274
Ariana Grande ,My Everything,8,0,37,0,144371,1004139
DJ Khaled ,NO SECRET,2,0,20,0,678803,1003373
NF ,Returns,4,0,109,0,330908,1003081
NF ,DRIFTING,4,0,113,0,316900,1002763
Bryson Tiller ,You Got It,4,0,72,0,396072,1000563
Ariana Grande ,Touch It,7,0,135,0,160518,1000250
Juice WRLD ,Scared Of Love,3,0,81,0,432269,997830
Imagine Dragons ,Rise Up,5,0,112,0,256358,997546
Quality Control ,Intro,4,0,125,0,273523,995782
Roddy Ricch ,Stop Breathing,4,0,118,0,288744,994762
Future ,No Issue,3,0,70,0,510924,994632
$uicideboy$ ,5 Grand at 8 to 1,4,0,76,0,338754,994271
Lil Wayne ,Trust Nobody (ft. Adam Levine),3,0,85,0,407191,994108
21 Savage ,Money Convo,5,0,114,0,230159,993664
Wale ,Routine,4,0,95,0,340063,993246
42 Dugg ,Maybach,4,0,120,0,311411,992656
Lil Nas X ,Bring U Down,3,0,48,0,474961,991565
A Tribe Called Quest ,Solid Wall of Sound,6,0,112,0,194467,991537
Summer Walker ,Closure,3,0,45,0,472282,989420
Trippie Redd ,Vibes,3,0,47,0,489853,987408
Oda Kirkwood ,Blurred Lines,3,0,40,0,389710,985649
Usher ,Crash,7,0,107,0,187760,984726
Pentatonix ,"O Come, All Ye Faithful",5,0,120,0,228020,984593
21 Savage ,7 Min Freestyle,5,0,116,0,229871,984186
BLACKPINK ,The Happiest Girl,3,0,52,0,455120,983971
Migos ,Roadrunner,3,0,78,0,463173,982764
David Bowie ,Life On Mars?  1999 Remastered Version,4,0,29,0,359734,982597
One Direction ,Story of My Life,12,0,61,0,408062,981540
BROCKHAMPTON ,COUNT ON ME,3,0,53,0,392215,981443
Pop Smoke ,Welcome To The Party,3,0,76,0,359940,979598
Roy Woods ,Instinct,6,0,188,0,173035,979411
Sam Hunt ,2016,3,0,41,0,490967,979094
Halsey ,clementine,3,0,110,0,413359,978609
Twenty One Pilots ,Doubt,10,0,75,0,134032,978387
Yo Gotti ,They Like,6,0,149,0,172591,978318
Hotboii ,Nobody Special,4,0,102,0,309784,977903
Maggie Rogers ,Alaska,7,0,125,0,156238,977640
Juice WRLD ,I'll Be Fine,3,0,87,0,411762,976645
Selena Gomez ,Let Me Get Me,3,0,66,0,451378,976239
Juice WRLD ,Candles,3,0,85,0,412173,975969
Marshmello ,Proud,4,0,97,0,311187,975444
Tyga ,Legendary,4,0,145,0,270586,975425
Childish Gambino ,Stand Tall,4,0,62,0,361899,973981
Lil Pump ,Iced Out,4,0,110,0,274481,973317
Lou Monte ,Dominick The Donkey (The Italian Christmas Donkey) [With Joe Reisman's Orchestra and Chorus],3,0,66,0,471979,972418
Melanie Martinez ,The Principal,4,0,134,0,264857,972134
Hozier ,Like Real People Do,17,0,122,0,64543,971979
Fifth Harmony ,Write On Me,7,0,78,0,236836,971745
Polo G ,Wishing For A Hero,4,0,134,0,286032,971703
Johnny Mathis ,It's Beginning to Look Like Christmas,2,0,110,0,566272,971412
Nicki Minaj ,All Things Go,13,0,70,0,123205,971326
SZA ,2AM,3,0,78,0,399643,971220
TLC ,No Scrubs,8,0,116,0,200902,970474
Future ,Fly Shit Only,8,0,116,0,140259,969504
Young Thug ,Icey,4,0,109,0,284225,969373
Moneybagg Yo ,GO!,4,0,108,0,304622,968909
Miguel ,Come Through and Chill,4,0,96,0,305935,968314
Taylor Swift ,Bad Blood,5,0,122,0,237408,968043
A Tribe Called Quest ,Dis Generation,6,0,115,0,192862,967894
$uicideboy$ ,Sorry for the Delay,2,0,71,0,576829,967649
Future ,Stick to the Models,3,0,79,0,446992,966447
Wiz Khalifa ,Elevated,7,0,65,0,216928,966116
Labrinth ,I'm Tired,3,0,62,0,355237,965809
Don Toliver ,XSCAPE,3,0,33,0,505505,965645
The Beatles ,Here Comes The Sun  Remastered 2009,3,0,76,0,348175,965388
Van Halen ,Jump  2015 Remaster,3,0,41,0,446273,962927
NLE Choppa ,I.Y.B.,4,0,134,0,272153,962574
2 Chainz ,Realize,5,0,133,0,219808,962528
Post Malone ,Leave,6,0,163,0,175844,960943
Van Halen ,Runnin' with the Devil  2015 Remaster,3,0,38,0,451783,960529
Brett Eldredge ,Christmas Time Is Here,3,0,178,0,355359,960367
Beyoncé ,Sandcastles,3,0,70,0,393909,960188
Eminem ,Chloraseptic,4,0,92,0,308899,959917
Future ,Hallucinating,5,0,136,0,234022,959704
YoungBoy Never Broke Again ,Bad Morning,3,0,40,0,476791,959413
Panic! At The Disco ,Impossible Year,8,0,119,0,133189,959316
Kane Brown ,Cool Again,4,0,81,0,310944,958517
Trippie Redd ,U Deserve It,3,0,56,0,470602,957128
Michael Ray ,Kiss You In The Morning,12,0,157,0,92338,956713
The Beatles ,Hey Jude  Remastered 2015,7,0,65,0,215062,956614
Trippie Redd ,I Try,3,0,45,0,486700,955301
Bon Iver ,22 (OVER S∞∞N),6,0,110,0,198604,954598
Juice WRLD ,Rich And Blind,3,0,98,0,384227,954242
BTS ,So What,4,0,132,0,287743,953890
Travis Scott ,Pray 4 Love,9,0,77,0,164099,953061
Lil Yachty ,Harley,5,0,146,0,231898,952942
Hannah Kerr ,Winter Wonderland,3,0,172,0,335599,952548
The Kid LAROI ,NOT FAIR,4,0,142,0,287624,952022
Van Halen ,Panama  2015 Remaster,3,0,40,0,446410,951977
Electric Light Orchestra ,Mr. Blue Sky,5,0,150,0,241414,951478
The Lumineers ,Sleep On The Floor,7,0,107,0,177412,951437
Luke Combs ,New Every Day,3,0,58,0,453726,950117
Jessie Murph ,Pray,4,0,135,0,287312,950044
Lil Uzi Vert ,CIGARETTE,4,0,102,0,263158,949390
Big Sean ,Deep,10,0,67,0,155324,948444
Zendaya ,Something New,9,0,159,0,117409,948199
Lil Pump ,Ok,5,0,134,0,200162,945891
Wiz Khalifa ,Cowboy,7,0,100,0,160889,945600
Shaggy ,It Wasn't Me,6,0,106,0,245766,944191
Fuerza Regida ,Bebe Dame,3,0,72,0,364028,943686
La La Land Cast ,Another Day Of Sun,6,0,144,0,169287,943206
DJ Khaled ,Iced Out My Arms,4,0,58,0,382384,942873
Nat King Cole ,O Little Town Of Bethlehem,2,0,107,0,579173,941874
$uicideboy$ ,BUCKHEAD,2,0,77,0,548054,941683
Theophilus London ,Can't Stop,15,0,112,0,77070,940636
Quavo ,Nothing Changed,3,0,82,0,354834,939743
Jordan Smith ,GrownUp Christmas List,3,0,187,0,351612,939299
Kalin and Myles ,Trampoline,13,0,137,0,83732,937874
Miike Snow ,Genghis Khan,8,0,142,0,124818,937288
Ariana Grande ,Sometimes,7,0,143,0,151036,936484
Sabrina Carpenter ,because i liked a boy,4,0,137,0,251070,935583
Lady Gaga ,Bad Romance,4,0,87,0,276182,935170
Arctic Monkeys ,There’d Better Be A Mirrorball,3,0,75,0,336122,934873
David Guetta ,Titanium,7,0,85,0,227068,934755
The Beatles ,Yesterday  Remastered,7,0,85,0,191377,934187
Fiona Apple ,I Want You To Love Me,3,0,65,0,403876,933944
Blueface ,Bussin,4,0,124,0,261950,933608
Brittany Howard ,Stay High  Childish Gambino Version,3,0,47,0,467036,932878
iSHi ,Push It,11,0,102,0,105878,932793
Quavo ,CHAMPAGNE ROSÉ,3,0,60,0,488587,932334
Yeat ,3G,3,0,32,0,443736,932273
Ski Mask The Slump God ,Reborn To Rebel,3,0,120,0,406326,930922
Big Sean ,"Win Some, Lose Some",9,0,63,0,164550,930483
Eminem ,Zeus,3,0,124,0,343646,930402
Shakira ,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],3,0,58,0,383278,928604
J Balvin ,ODIO,3,0,64,0,426631,928124
Juice WRLD ,Juice WRLD Speaks 2,2,0,46,0,586957,928035
NLE Choppa ,Too Hot,4,0,124,0,270065,927573
Justin Timberlake ,Sauce,3,0,62,0,436073,927423
BLACKPINK ,Tally,3,0,62,0,429419,926116
Migos ,Top Down On Da NAWF,3,0,73,0,449507,925999
Childish Gambino ,19.1,3,0,70,0,351493,925164
Trippie Redd ,Kid That Kidd,3,0,76,0,388057,924620
Sasha Alex Sloan ,when was it over?,4,0,83,0,313297,924347
Juice WRLD ,Juice WRLD Speaks,2,0,45,0,603444,921057
BTS ,dimple,4,0,113,0,249336,920484
City Girls ,Jobs,4,0,111,0,272263,920041
Ski Mask The Slump God ,Adults Swim,3,0,136,0,369332,918104
Tom Petty and the Heartbreakers ,Breakdown,3,0,45,0,499773,917978
G,Eazy  Pray For Me,4,0,150,0,263195,917383
Mason Ramsey ,Before I Knew It,4,0,145,0,243345,916748
Lana Del Rey ,Music To Watch Boys To,7,0,79,0,150754,916614
Machine Gun Kelly ,more than life,3,0,75,0,407965,916254
Big Gigantic ,All of Me,7,0,173,0,140515,915094
Foudeqush ,Con La Brisa,3,0,111,0,325690,914742
Lil Baby ,Man of my Word,3,0,60,0,422677,914293
David Bowie ,Lazarus,4,0,31,0,347349,913716
Luke Combs ,Every Little Bit Helps,3,0,64,0,423566,913158
Luke Combs ,Dear Today,3,0,70,0,413746,913056
Rae Sremmurd ,Buckets,2,0,45,0,618427,912408
One Direction ,Clouds,13,0,70,0,104141,912222
Luke Combs ,"Going, Going, Gone",3,0,108,0,326143,911259
Bill Withers ,Ain't No Sunshine,3,0,63,0,384104,910716
Kygo ,The Truth,3,0,90,0,354793,910448
Trippie Redd ,Throw It Away,3,0,55,0,444656,909717
Mother Mother ,Hayloft II,4,0,152,0,237348,909222
Rich The Kid ,Plug Walk,4,0,158,0,249123,908141
Lana Del Rey ,Beautiful People Beautiful Problems,4,0,80,0,350456,908097
NAV ,Recap,3,0,66,0,436030,906882
A$AP Rocky ,Brotha Man,2,0,54,0,603789,906640
Lil Uzi Vert ,Space Cadet,3,0,39,0,440447,905636
Internet Money ,Flossin’,3,0,55,0,378416,904916
A Boogie Wit da Hoodie ,Come Closer,3,0,129,0,358568,904810
Playboi Carti ,JumpOutTheHouse,2,0,97,0,650686,904440
